Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Road Width,Road Type,Build Area,Posted,Amenities
"G.M. Complex : Office Space For Rent In Lagankhel, Lalitpur","Lagankhel-5, Lagankhel, Lalitpur",Lalitpur,100,0,15,6.0,20,West,2019.0,258,0-14-0-0 Aana,9 Meter / Blacktopped,9 Meter , Blacktopped,3000 Sq. Feet,5 months ago,"['Balcony', 'Drainage', 'Water Supply', 'Microwave', 'Air Condition', 'Frontyard']"
"Golfutar Family Bungalow : House For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,37000000,5,6,3.0,2,South,2076.0,492,4 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,2 months ago,"['Garage', 'Parking', 'Water Supply', 'Drainage', 'Water Well', 'Solar Water']"
"House On SALE In Dhapakhel : House For Sale In Dhapakhel, Lalitpur","dhapakhel height, Dhapakhel, Lalitpur",Lalitpur,25600000,0,0,4.0,1,East,2013.0,101,0-4-0-0 Aana,10 Feet / Gravelled,10 Feet , Gravelled,4100 Sq. Feet,2 months ago,"['Parking', 'Balcony', 'Fencing', 'Wifi', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank', 'Internet']"
"Fully Furnished Brand New House For Sale At Housing, Budhanilkantha. : House For Sale In Budhanilkantha, Kathmandu","Road Show Housing, Budhanilkantha., Budhanilkantha, Kathmandu",Kathmandu,36500000,5,4,2.0,2,East,2020.0,350,0-5-5-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Microwave', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Water Supply', 'Modular Kitchen', 'Deck', 'Jacuzzi', 'Lawn', 'Fencing', 'Swimming Pool', 'Solar Water', 'Intercom', 'Internet', 'Water Well', 'TV Cable', 'Frontyard', 'Garage', 'Air Condition', 'Garden', 'Washing Machine', 'Kids Playground', 'Water Tank', 'Backyard', 'Gym', 'Wifi', 'CCTV', 'Lift']"
"Brand New House For Sale At Sano Bharyang : House For Sale In Sanobharyang, Kathmandu","Sano Bharyang, Sanobharyang, Kathmandu",Kathmandu,22500000,5,3,3.0,1,East,2020.0,238,0-3-1-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,2 months ago,"['Parking', 'Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet']"
"Brand New House For Sale At Sano Bharyang Near Ring Road : House For Sale In Sano Bharyang, Kathmandu","Sano Bharyang Near Ring Road, Sano Bharyang, Kathmandu",Kathmandu,23500000,5,3,3.0,2,East,2020.0,175,0-3-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,2 months ago,"['Parking', 'Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']"
"Brand New House For Sale At Pasikot, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Pasikot, Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,22500000,4,3,3.0,1,East,2076.0,271,0-3-0-3 Aana,15 Feet / Gravelled,15 Feet , Gravelled,N/A Aana,2 months ago,"['Parking', 'Lawn', 'Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet']"
"5 Bhk House New House At Rudreshwor Budhanilkanta 200 Mtr From Highway : House For Sale In Budhanilkantha, Kathmandu","Rudreshwor Budhanilkanta 200 Mtr From Highway, Budhanilkantha, Kathmandu",Kathmandu,32500000,5,4,3.0,1,East,2020.0,204,0-4-0-0 Aana,15 Feet / Gravelled,15 Feet , Gravelled,N/A Aana,2 months ago,"['Parking', 'Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']"
"House For Rent In Prime Location (Near Satdobato, In Front Of Ring Road) : House For Rent In Mahalaxmisthan, Lalitpur","Talchhikhel, Satdobato, Mahalaxmisthan, Lalitpur",Lalitpur,100000,3,3,3.0,3,East,2001.0,223,11 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,5000 Sq. Feet,2 months ago,"['Parking', 'Balcony', 'Deck', 'Garage', 'Lawn', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply']"
"Brand New : House For Sale In Sankhamul, Kathmandu","Nearby Valley Top Driving Center, Sankhamul, Kathmandu",Kathmandu,35000000,7,3,2.5,2,West,2076.0,1.5K,0-3-2-2 Aana,12 Feet / Paved,12 Feet , Paved,3600 Sq. Feet,2 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']"
"House On Sale At Chabahil (50m Towards Ganeshsthan) ) : House For Sale In Chabahil, Kathmandu","Chabahil, Charumati bihar, Chabahil, Kathmandu",Kathmandu,25000000,6,4,4.0,2,East,2000.0,479,2.5 Aana,20 Feet / Paved,20 Feet , Paved,2.5 Aana,2 months ago,"['Parking', 'Balcony', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Kids Playground']"
"Beautiful House Sale At Gothatar, Bhaktapur, Nepal : House For Sale In Gothatar, Kathmandu","Gothatar, Gothatar, Kathmandu",Kathmandu,15500000,0,0,2.0,0,North,2015.0,601,0-3-2-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,0-3-2-0 Aana,2 months ago,"['Parking', 'Balcony', 'Internet', 'Water Tank']"
"Baniyatar Tokha Home : House For Sale In Baniyatar, Kathmandu","Na, Baniyatar, Kathmandu",Kathmandu,29000000,6,5,3.0,1,East,2076.0,323,4 Aana,20 Feet / Gravelled,20 Feet , Gravelled,N/A Aana,5 months ago,"['Water Tank', 'Garage']"
"Most Premium Bungalow At Mandikatar : House For Sale In Mandikatar, Kathmandu","Na, Mandikatar, Kathmandu",Kathmandu,290000000,6,5,2.0,20,East,2068.0,571,55 Anand Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,5 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Fencing', 'Deck', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Drainage', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Kids Playground', 'Maintenance', 'Parking', 'Security Staff', 'Store Room']"
"Hattigauda 8.5 Ana Bungalow : House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,45000000,6,6,3.0,3,East,2075.0,490,8.5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,5 months ago,"['Garage', 'Balcony', 'Modular Kitchen', 'Solar Water', 'Water Tank', 'Store Room', 'Parking']"
"Nayabazar Home : House For Sale In Naya Bazar, Kathmandu","Na, Naya Bazar, Kathmandu",Kathmandu,35000000,5,5,3.0,2,East,2069.0,310,5 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,4 months ago,"['Modular Kitchen', 'Drainage', 'Solar Water', 'Water Supply', 'Water Tank', 'Water Well']"
"Pasikot Bungalow : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,49000000,5,5,3.0,2,West,2076.0,490,8.5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,4 months ago,"['Garage', 'Air Condition', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Internet', 'Store Room', 'Parking']"
"7 Ana Bungalow Urgent For Sale : House For Sale In Thulo Bharyang, Kathmandu","Na, Thulo Bharyang, Kathmandu",Kathmandu,39000000,5,5,3.0,3,East,2070.0,151,7 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,"['Garage', 'Frontyard', 'Garden', 'Modular Kitchen', 'Water Supply', 'Drainage', 'Solar Water', 'Water Well', 'Water Tank', 'Store Room']"
"Grandy Home : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,29000000,6,6,3.0,1,East,2074.0,316,4 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,4 months ago,"['Water Supply', 'Solar Water', 'Drainage', 'Water Tank', 'Water Well', 'Store Room']"
"Flat Rent : Flat For Rent In Basundhara, Kathmandu","Kanti Marg, Basundhara, Basundhara, Kathmandu",Kathmandu,20000,2,1,3.0,1,West,2012.0,573,6 Aana,10 Feet / Gravelled,10 Feet , Gravelled,N/A Aana,3 months ago,"['Backyard', 'Garden', 'Water Supply', 'Internet', 'Kids Playground']"
"Sale-Imperial Apartment Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,45000000,3,2,13.0,1,South,2015.0,1.7K,1800 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,1800 Sq. Feet,4 months ago,"['Jacuzzi', 'Lawn', 'Garage', 'Air Condition', 'Balcony', 'Microwave', 'Gym', 'Garden', 'Frontyard', 'Deck', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Cafeteria', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground', 'Lift', 'Maintenance']"
"Flat For Rent In Imadol, Lalitpur","OCHHU height, Imadol, Lalitpur",Lalitpur,15000,2,1,3.0,0,South East,2075.0,657,700 Sq. Feet,14 Feet / Gravelled,14 Feet , Gravelled,700 Sq. Feet,4 months ago,"['Garden', 'Modular Kitchen', 'Water Supply', 'Water Tank']"
"Brand New : House For Sale In Bhimsengola, Baneshwor, Kathmandu","Bhimsengola, Bhimsengola, Baneshwor, Kathmandu",Kathmandu,38700000,6,5,3.0,3,East,2076.0,3.8K,0-4-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']"
"Brand New House On Sale At Bhimsengola : House For Sale In Old Baneshwor, Kathmandu","Bhimsengola, Old Baneshwor, Kathmandu",Kathmandu,39000000,6,5,3.0,3,East,2019.0,859,0-4-0-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,2300 Sq. Feet,4 months ago,[]
"House For Sale In Syuchatar, Kathmandu","Green Village Society, Syuchatar, Kathmandu",Kathmandu,15000000,4,2,1.5,1,South,2072.0,11.8K,0-4-3-0 Aana,18 Feet / Concrete,18 Feet , Concrete,151 Sq. Feet,4 months ago,"['Balcony', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Security Staff', 'Store Room']"
"Commercial Building : House For Sale In Thulo Bharyang, Kathmandu","Nearby ekdhara chwok, Thulo Bharyang, Kathmandu",Kathmandu,155000000,9,6,5.5,31,North,2075.0,5.1K,0-14-2-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,24000 Aana,4 months ago,"['Balcony', 'Fencing', 'Gym', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'CCTV', 'Electricity Backup', 'Intercom', 'Internet', 'Maintenance', 'Parking', 'Security Staff', 'Store Room']"
"1 Floor House On Sale In Sychataar Kalanki : House For Sale In Tarakeshwar, Kathmandu","Sychataar, Tarakeshwar, Kathmandu",Kathmandu,11500000,2,1,1.0,1,North East,2073.0,651,0-4-0-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,5 months ago,"['TV Cable', 'Solar Water', 'Water Tank', 'Water Well', 'Washing Machine']"
"Residential : House For Sale In Goldhunga, Kathmandu","Nagarjun School, Goldhunga, Kathmandu",Kathmandu,16500000,6,3,2.5,1,South East,2076.0,5.7K,0-3-0-0 Aana,10 Feet / Gravelled,10 Feet , Gravelled,N/A Aana,2 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Parking', 'Store Room']"
"Newly Built House On Sale : House For Sale In Ason, Kathmandu","Goshiphal Marg, Ason, Kathmandu",Kathmandu,17500000,5,3,7.0,0,West,2075.0,552,0-0-2 Paisa,26 Feet / Blacktopped,26 Feet , Blacktopped,0-0-2 Paisa,5 months ago,"['TV Cable', 'Drainage', 'Water Supply', 'Water Well', 'Water Tank']"
"House For Sale In Thaiba, ( Comfort Housing,) : House For Sale In Thaiba, Lalitpur","Comfort Housing, Thaiba, Lalitpur",Lalitpur,20000000,3,2,3.0,1,South,2070.0,1.6K,3 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,5 months ago,"['Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'CCTV', 'Electricity Backup', 'Internet', 'Kids Playground', 'Maintenance', 'Parking', 'Security Staff', 'Jacuzzi']"
"House : House For Sale In Imadol, Lalitpur","Hattiban, Lalitpur, Imadol, Lalitpur",Lalitpur,18000000,5,3,3.0,1,West,2019.0,871,3.1 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,5 months ago,"['Balcony', 'Garden', 'Garage', 'Parking', 'Drainage', 'Water Tank', 'Store Room', 'Modular Kitchen']"
"Ghar Bikrima : House For Sale In Imadol, Lalitpur","Bojopokhari, Imadol, Lalitpur",Lalitpur,25000000,7,6,3.0,3,North East,2020.0,304,4.75 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,2 months ago,"['Backyard', 'Balcony', 'Frontyard', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking']"
"Ghar Bikrima : House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur",Lalitpur,21000000,4,5,1.0,1,South West,2019.0,621,4 Aana,20 Feet / Gravelled,20 Feet , Gravelled,2200 Aana,2 months ago,[]
"Flat For Rent In Koteshwor, Kathmandu","koteshwor, Koteshwor, Kathmandu",Kathmandu,60000,0,4,3.0,1,East,2015.0,276,900 Sq. Feet,30 Meter / Blacktopped,30 Meter , Blacktopped,1200 Aana,2 months ago,"['Parking', 'TV Cable']"
"2.5 Storey : House For Sale In Naikap, Kathmandu","Naikap, Naikap, Kathmandu",Kathmandu,22000000,11,3,2.5,1,South,2073.0,982,0-6-0-0 Aana,11 Feet / Gravelled,11 Feet , Gravelled,185 Sq. Meter,4 months ago,"['Drainage', 'Water Well', 'Parking']"
"2.5 Storey : House For Sale In Narephate, Kathmandu","Narepthat- 32, Jadibuti., Narephate, Kathmandu",Kathmandu,22000000,5,2,2.5,1,East,2076.0,13.1K,0-2-3-0 Aana,13 Feet / Paved,13 Feet , Paved,N/A Aana,5 months ago,"['TV Cable', 'Drainage', 'Water Supply', 'Water Well', 'Internet', 'Parking']"
"Akase Dhara House : House For Sale In Kapan, Kathmandu","akase dhara, Kapan, Kathmandu",Kathmandu,18000000,6,3,3.0,2,South,2070.0,639,0-4-3 Sq. Feet,13 Feet / Concrete,13 Feet , Concrete,0-4-0 Sq. Feet,2 months ago,"['Parking', 'Water Tank', 'Modular Kitchen', 'Fencing', 'Fencing', 'Water Well', 'Parking', 'Electricity Backup', 'Balcony', 'Water Well', 'Balcony', 'Water Tank', 'Modular Kitchen', 'Electricity Backup']"
"Budhanilkantha Furnished Bungalow : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,45000000,5,6,3.0,3,North East,2075.0,559,6 Aana,13 Feet / Paved,13 Feet , Paved,N/A Aana,2 months ago,"['Garage', 'Balcony', 'Air Condition', 'Garden', 'Modular Kitchen', 'Drainage', 'Solar Water', 'Water Supply', 'Water Tank', 'Parking']"
"Sanobharyang 3.1 Ana 1.3 Km : House For Sale In Sanobharyang, Kathmandu","Na, Sanobharyang, Kathmandu",Kathmandu,22500000,6,5,3.0,1,East,2076.0,274,3.1 Aana,14 Feet / Gravelled,14 Feet , Gravelled,N/A Aana,2 months ago,"['Garage', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Water Supply']"
"House For Sale In Budhanilkantha, Kathmandu","Ganesh Chowk, Budhanilkantha, Kathmandu",Kathmandu,35000000,5,4,2.0,2,East,2020.0,280,0-6-0-0 Aana,18 Feet / Gravelled,18 Feet , Gravelled,N/A Aana,2 months ago,"['Parking', 'Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']"
"Golfutar Height Bungalow : House For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,37000000,5,5,3.0,1,South,2076.0,1.2K,4 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,2 months ago,"['Parking', 'Garage', 'Water Supply', 'Drainage', 'Solar Water', 'Water Well', 'Water Tank']"
"Sukedhara New Home : House For Sale In Sukedhara, Kathmandu","Na, Sukedhara, Kathmandu",Kathmandu,45000000,6,6,3.0,3,East,2076.0,198,6 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,2 months ago,"['Parking', 'Garage', 'Water Supply', 'Drainage', 'Water Well', 'Solar Water']"
"2.5 Storey : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Lalitpur",Lalitpur,17000000,4,3,2.5,1,South,2076.0,1.8K,0-3-1-2 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,5 months ago,"['Drainage', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking']"
"Newly Built : House For Sale In Imadol, Lalitpur","Ochu height, Koreran college, Imadol, Lalitpur",Lalitpur,17000000,8,3,2.5,1,South,2076.0,2.8K,0-3-0-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,95 Aana,5 months ago,"['Electricity Backup', 'Internet', 'Parking']"
"12 Th Floor B 1 Block : Apartment For Rent In Sanepa, Lalitpur","Imperial Court, Sanepa, Lalitpur",Lalitpur,150000,3,3,0.0,1,South,2072.0,814,2000 Sq. Feet,26 Feet / Blacktopped,26 Feet , Blacktopped,1800 Sq. Feet,5 months ago,"['Water Supply', 'Garden', 'Maintenance', 'Balcony', 'Wifi', 'Electricity Backup', 'Air Condition', 'Gym', 'Lift', 'Parking', 'Garage', 'TV Cable', 'Microwave', 'Intercom', 'Washing Machine', 'Kids Playground', 'Swimming Pool', 'Drainage', 'Internet', 'Security Staff', 'Modular Kitchen']"
"Hattigauda Brand New Semi Bungalow : House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,28500000,5,5,3.0,1,North,2076.0,143,4 Aana,15 Feet / Gravelled,15 Feet , Gravelled,N/A Aana,4 months ago,"['Garage', 'Solar Water', 'Drainage', 'Water Tank', 'Water Well']"
"Basundhara Indreni Colony Home : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,50000000,5,5,3.0,3,East,2071.0,551,11 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,"['Frontyard', 'Garden', 'Garage', 'Store Room']"
"Neo-Classical : House For Sale In Imadol, Lalitpur","Sanagau height, Imadol, Lalitpur",Lalitpur,22000000,5,3,2.5,2,East,2076.0,6.2K,0-3-2-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,2200 Aana,4 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']"
"Brand New Modern House For Sale At Basundhara Chowk, Inside Ring Road. : House For Sale In Basundhara, Kathmandu","Basundhara Chowk, Inside Ring Road, Basundhara, Kathmandu",Kathmandu,22500000,4,3,2.0,1,East,2076.0,1.1K,0-2.5-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Air Condition', 'Garage', 'Balcony', 'Fencing', 'Garden', 'Frontyard', 'Microwave', 'Drainage', 'Wifi', 'Washing Machine', 'Modular Kitchen', 'Water Supply', 'Water Well', 'Water Tank', 'Kids Playground', 'Internet']"
"Townplanning 13 Ana Bungalow : House For Sale In Samakhusi, Kathmandu","Na, Samakhusi, Kathmandu",Kathmandu,85000000,5,6,3.0,4,East,2069.0,259,13 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,3 months ago,['Parking']
"Siddarth Colony Under Construction Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,160000000,6,6,3.0,5,East,2076.0,292,21 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,3 months ago,['Parking']
"Samakhusi 11 Ana Flat Home : House For Sale In Samakhusi, Kathmandu","Na, Samakhusi, Kathmandu",Kathmandu,61000000,12,8,4.0,4,East,2069.0,199,11 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,3 months ago,"['Parking', 'Drainage', 'Solar Water', 'Water Tank']"
"Golfutar Home : House For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,45000000,6,6,3.0,2,East,2075.0,210,6 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,3 months ago,"['Garage', 'Parking', 'Drainage', 'Solar Water', 'Water Tank', 'Water Supply']"
"Beautiful 4BHK Bungalow : House For Sale In Balkot, Bhaktapur","Rose Village, Balkot, Bhaktapur",Bhaktapur,39999999,4,3,3.0,2,South,2071.0,20.6K,0-5-0-2 Aana,28 Feet / Blacktopped,28 Feet , Blacktopped,2390.65 Aana,3 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Fencing', 'Frontyard', 'Garden', 'Gym', 'Microwave', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'CCTV', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground', 'Maintenance', 'Parking', 'Security Staff', 'Store Room']"
"Hattiban Height : House For Rent In Hattiban, Lalitpur","Setipakha, Hattiban, Lalitpur",Lalitpur,150000,5,3,3.0,1,East,2012.0,572,10 Aana,17 Meter / Blacktopped,17 Meter , Blacktopped,4 Aana,4 months ago,"['Garage', 'Balcony', 'Garden', 'TV Cable', 'Water Supply', 'Water Well', 'Parking']"
"New House On Sale In Imadol Height : House For Sale In Imadol, Lalitpur","Ochu Height, Imadol, Lalitpur",Lalitpur,19000000,0,4,3.0,1,South East,2074.0,705,3.1.2 Aana,13 Feet / Gravelled,13 Feet , Gravelled,3 Aana,4 months ago,"['Backyard', 'Frontyard', 'Balcony', 'TV Cable', 'Solar Water', 'Drainage', 'Water Well', 'Water Tank']"
"House For Sale In Imadol, Lalitpur","Opposite of green hill city, Imadol, Lalitpur",Lalitpur,21500000,5,3,2.5,1,South,2076.0,1.2K,0-3-1-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,4 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']"
"House For Sale In Imadol, Lalitpur","Opposite of Green Hill city, Imadol, Lalitpur",Lalitpur,22500000,6,3,2.5,1,South,2076.0,903,0-3-2-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,4 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']"
"Modern House : House For Sale In Imadol, Lalitpur","Tikathali, Buddha colony, Imadol, Lalitpur",Lalitpur,19500000,5,3,2.5,2,East,2076.0,2.3K,0-3-2-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,2000. Aana,4 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']"
"House For Sale In Imadol, Lalitpur","Sanagau height, Imadol, Lalitpur",Lalitpur,17500000,6,4,2.5,1,South,2076.0,5.7K,0-3-0-2 Aana,16 Feet / Gravelled,16 Feet , Gravelled,1700 Aana,4 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']"
"House For Sale In Imadol, Lalitpur","Buddha Colony, Imadol, Lalitpur",Lalitpur,17500000,5,3,2.5,1,South East,2076.0,1.2K,0-3-0-2 Aana,13 Feet / Gravelled,13 Feet , Gravelled,1700 Aana,4 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']"
"Flat For Rent In Jhamsikhel, Lalitpur","jhamsikhel(near British school), Jhamsikhel, Lalitpur",Lalitpur,35000,2,2,0.0,2,East,2074.0,158,6 Sq. Feet,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,4 Sq. Feet,2 months ago,"['Water Supply', 'Solar Water', 'Parking']"
"Ramkot House : House For Sale In Sitapaila, Kathmandu","Ramkot, Sitapaila, Kathmandu",Kathmandu,20500000,4,4,2.5,1,East,2076.0,7.8K,0-3-3-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,2300 Sq. Feet,2 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking', 'Store Room']"
"Chapali Cheap Home : House For Sale In Chapali, Kathmandu","Na, Chapali, Kathmandu",Kathmandu,24000000,7,8,4.0,1,South East,2065.0,205,5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,2 months ago,['Parking']
